"Starost","Godina","Prostorna jedinica","Spol",Procjena stanovništva prema dobnim skupinama i spolu, po županijama, 30.06.
"Ukupno","2012","Splitsko-dalmatinska županija","Žene",233470
"Ukupno","2012","Istarska županija","Svega",207719
"Ukupno","2012","Istarska županija","Muškarci",100960
"Ukupno","2012","Istarska županija","Žene",106759
"Ukupno","2012","Dubrovaèko-neretvanska županija","Svega",122337
"Ukupno","2012","Dubrovaèko-neretvanska županija","Muškarci",59549
"Ukupno","2012","Dubrovaèko-neretvanska županija","Žene",62788
"Ukupno","2012","Meðimurska županija","Svega",113561
"Ukupno","2012","Meðimurska županija","Muškarci",55541
"Ukupno","2012","Meðimurska županija","Žene",58020
"Ukupno","2012","Grad Zagreb","Svega",793057
"Ukupno","2012","Grad Zagreb","Muškarci",370733
"Ukupno","2012","Grad Zagreb","Žene",422324
"Ukupno","2013","Zagrebaèka županija","Svega",318837
"Ukupno","2013","Zagrebaèka županija","Muškarci",154702
"Ukupno","2013","Zagrebaèka županija","Žene",164135
"Ukupno","2013","Krapinsko-zagorska županija","Svega",130895
"Ukupno","2013","Krapinsko-zagorska županija","Muškarci",63727
"Ukupno","2013","Krapinsko-zagorska županija","Žene",67168
"Ukupno","2013","Sisaèko-moslavaèka županija","Svega",167036
"Ukupno","2013","Sisaèko-moslavaèka županija","Muškarci",81217
"Ukupno","2013","Sisaèko-moslavaèka županija","Žene",85819
"Ukupno","2013","Karlovaèka županija","Svega",125688
"Ukupno","2013","Karlovaèka županija","Muškarci",60860
"Ukupno","2013","Karlovaèka županija","Žene",64828
"Ukupno","2013","Varaždinska županija","Svega",174434
"Ukupno","2013","Varaždinska županija","Muškarci",84904
"Ukupno","2013","Varaždinska županija","Žene",89530
"Ukupno","2013","Koprivnièko-križevaèka županija","Svega",114346
"Ukupno","2013","Koprivnièko-križevaèka županija","Muškarci",55451
"Ukupno","2013","Koprivnièko-križevaèka županija","Žene",58895
"Ukupno","2013","Bjelovarsko-bilogorska županija","Svega",116959
"Ukupno","2013","Bjelovarsko-bilogorska županija","Muškarci",56936
"Ukupno","2013","Bjelovarsko-bilogorska županija","Žene",60023
"Ukupno","2013","Primorsko-goranska županija","Svega",294705
"Ukupno","2013","Primorsko-goranska županija","Muškarci",142276
"Ukupno","2013","Primorsko-goranska županija","Žene",152429
